elapsed_time_s,speed_px_s,flow_x_px,flow_y_px
174.4875,15.4517,-22.2798,-12.0825
176.1568,13.9865,-20.5118,-11.1519
177.8094,14.4871,-21.0290,-11.4447
179.4604,14.3106,-20.7766,-11.2507
181.1189,14.3144,-20.8565,-11.3423
182.8242,14.7820,-22.1534,-12.0262
184.5025,14.9096,-22.0080,-11.9067
186.1644,14.0938,-20.5896,-11.1660
187.8180,14.1473,-20.5409,-11.1963
189.4831,14.0666,-20.6080,-11.1333
191.1462,15.3581,-22.4303,-12.2165
192.8005,14.2512,-20.7195,-11.2486
194.4836,13.9195,-20.5934,-11.1690
196.1246,15.3034,-22.0657,-11.9909
197.8181,14.0968,-20.9861,-11.3808
199.4718,14.4505,-20.9944,-11.4138
201.1139,14.8918,-21.4923,-11.6665
202.7839,15.0844,-22.1531,-11.9907
204.4172,14.6064,-20.9835,-11.3515
206.0650,14.3872,-20.8472,-11.2882
207.7185,14.4402,-20.9734,-11.4103
209.3652,14.1725,-20.5357,-11.0886
211.0072,14.4748,-20.9126,-11.2937
212.6515,14.4114,-20.8543,-11.2544
214.3474,14.8688,-22.1572,-12.0370
215.9812,14.6565,-21.0478,-11.4193
217.6192,14.5018,-20.8994,-11.2909
219.2538,14.5624,-20.8996,-11.3918
220.8957,14.5177,-20.9749,-11.3244
222.5419,14.5338,-21.0307,-11.4072
224.2021,15.1457,-22.1180,-11.9612
225.8808,14.3237,-21.1494,-11.4405
227.5995,14.8120,-22.3632,-12.1646
229.3248,14.3441,-21.7860,-11.7406
231.0759,14.3774,-22.1411,-11.9831
232.7211,14.2971,-20.6996,-11.1710
234.3841,14.3711,-21.0141,-11.3845
236.0484,15.0633,-22.0428,-11.9432
237.7030,14.0741,-20.4785,-11.0858
239.3707,14.2482,-20.8958,-11.3126
241.0400,14.9757,-21.9781,-11.9127
242.6860,14.1400,-20.4684,-11.0788
244.3722,13.9635,-20.7036,-11.2139
246.0224,14.9813,-21.7402,-11.7710
247.7136,13.7847,-20.5036,-11.0931
249.3623,14.0504,-20.3521,-11.0644
251.0036,14.1541,-20.4285,-11.0607
252.6594,13.8014,-20.0930,-10.8852
254.3018,14.0202,-20.2333,-10.9941
255.9958,14.5987,-21.7523,-11.7657
257.6430,14.6289,-21.1864,-11.4782
259.2974,14.0186,-20.3808,-11.0706
260.9650,14.0264,-20.5505,-11.1691
262.6027,14.2834,-20.5599,-11.1563
264.2798,13.8351,-20.4130,-11.0320
265.9221,14.6274,-21.1179,-11.4497
267.5890,14.8982,-21.8588,-11.7871
269.2328,14.1264,-20.4202,-11.0553
270.8762,14.0361,-20.2804,-10.9915
272.5133,14.0406,-20.2373,-10.9000
274.2399,14.3081,-21.7168,-11.7757
276.0627,14.1849,-22.7508,-12.2848
277.7998,14.0407,-21.4370,-11.6328
279.4558,13.9058,-20.2454,-10.9752
281.1200,14.0276,-20.5346,-11.1023
282.7332,14.3529,-20.3531,-11.0410
284.3516,14.5038,-20.6163,-11.2228
285.9712,14.2954,-20.3496,-11.0417
287.6271,14.0898,-20.4828,-11.1731
289.2376,14.3245,-20.2854,-10.9868
290.8611,14.0433,-20.0302,-10.8892
292.4890,14.0766,-20.1516,-10.9100
294.1112,14.3811,-20.4981,-11.1395
295.7366,14.0418,-20.0481,-10.9072
297.3904,13.9586,-20.3042,-10.9838
299.0102,13.9284,-19.8118,-10.7927
300.6348,14.1832,-20.2544,-10.9873
302.2528,14.5919,-20.7481,-11.2650
303.8709,13.3817,-19.0223,-10.3454
305.4909,14.5085,-20.6598,-11.2073
307.1148,14.6392,-20.8979,-11.3309
308.7399,14.2306,-20.3317,-11.0202
310.3620,14.3567,-20.4739,-11.0969
312.0073,14.1866,-20.5117,-11.1392
313.6258,14.4996,-20.6378,-11.1726
315.2509,14.4455,-20.6282,-11.2071
316.8917,13.8750,-20.0147,-10.8467
318.5170,14.6688,-20.9364,-11.4074
320.1667,14.3172,-20.7621,-11.2597
321.7956,14.2981,-20.4814,-11.0877
323.4185,14.5642,-20.7582,-11.3019
325.0446,14.7345,-21.0896,-11.3737
326.6747,13.4008,-19.1954,-10.4264
328.3382,15.4755,-22.6354,-12.2621
329.9587,14.5142,-20.6805,-11.2020
331.5706,14.7615,-20.9324,-11.3135
333.2034,13.4712,-19.3593,-10.4433
334.8358,14.5476,-20.8948,-11.2852
336.4655,14.5782,-20.8846,-11.3270
338.1236,15.0420,-21.9240,-11.8897
339.8483,14.3871,-21.8276,-11.8012
341.4902,14.4859,-20.9072,-11.3380
343.1089,14.6838,-20.9028,-11.3158
344.7648,14.4103,-20.9753,-11.3773
346.3856,14.8111,-21.1086,-11.4316
348.0165,14.5215,-20.8364,-11.2598
349.6773,14.4622,-21.1120,-11.4531
351.3135,14.5499,-20.9336,-11.3371
352.9431,14.4945,-20.7751,-11.2380
354.5665,14.7807,-21.0927,-11.4410
356.2021,14.4388,-20.7727,-11.2340
357.8367,14.3472,-20.6284,-11.1545
359.4981,14.1814,-20.7060,-11.2439
361.1241,14.4698,-20.6910,-11.1992
362.7456,14.5897,-20.7873,-11.2923
364.3641,14.6442,-20.8505,-11.2713
365.9814,14.5252,-20.6713,-11.1618
367.6146,14.6295,-20.9965,-11.4027
369.2424,14.7552,-21.1151,-11.4475
370.8624,14.7443,-20.9923,-11.3936
372.4887,14.7575,-21.1027,-11.4330
374.1087,13.8678,-19.7663,-10.6779
375.7754,15.2312,-22.3271,-12.0804
377.3870,14.7717,-20.9416,-11.3199
378.9890,13.8790,-19.5533,-10.5852
380.6078,14.6049,-20.7862,-11.2661
382.2217,14.6874,-20.8397,-11.2958
383.8299,13.6810,-19.3381,-10.4913
385.4398,14.7745,-20.9280,-11.3043
387.0465,14.8231,-20.9169,-11.3890
388.6673,14.7451,-21.0000,-11.4087
390.2825,14.7798,-20.9840,-11.3813
391.9396,14.2331,-20.7390,-11.2333
393.5468,14.6073,-20.6248,-11.2149
395.1569,13.8479,-19.6307,-10.5729
396.7694,14.4304,-20.4501,-11.1030
398.3714,14.4440,-20.3556,-11.0014
399.9923,14.1905,-20.2056,-10.9919
401.6121,14.2106,-20.2508,-10.9414
403.2200,13.4100,-18.9542,-10.2812
404.8289,14.2623,-20.1950,-10.8939
406.4745,13.7952,-19.9716,-10.7940
408.0829,14.5349,-20.5514,-11.1429
409.7070,14.1505,-20.1992,-10.9614
411.3294,14.4103,-20.5450,-11.1567
412.9550,14.3619,-20.5300,-11.1158
414.5719,14.2404,-20.2594,-10.9424
416.1922,13.3824,-19.0711,-10.3201
417.8288,15.1200,-21.7544,-11.7917
419.4554,13.3803,-19.1435,-10.3556
421.0741,14.1879,-20.1929,-10.9395
422.7386,14.8202,-21.6923,-11.7461
424.3811,13.8013,-19.9259,-10.8070
426.0128,14.3172,-20.5389,-11.1316
427.6419,14.3170,-20.5137,-11.0994
429.2536,14.2988,-20.2579,-10.9856
430.8878,14.3492,-20.6031,-11.1981
432.5366,13.8825,-20.1430,-10.8733
434.1947,14.3322,-20.8712,-11.3622
435.8733,13.4545,-19.8570,-10.7604
437.5756,14.7992,-22.1400,-12.0207
439.1954,14.2675,-20.3255,-10.9982
440.8197,13.9074,-19.8710,-10.7452
442.4408,14.2673,-20.3482,-10.9926
444.0604,13.4408,-19.1520,-10.3480
445.6960,14.6266,-21.0299,-11.4040
447.3129,13.8085,-19.6465,-10.6085
448.9341,14.7611,-21.0317,-11.4177
450.5531,13.6258,-19.4244,-10.4550
452.1778,14.2901,-20.3925,-11.0989
453.8593,14.7947,-21.8779,-11.8417
455.5035,13.3216,-19.2664,-10.4209
457.1255,14.3165,-20.4080,-11.0781
458.7444,14.3668,-20.4762,-11.0326
460.3779,14.3729,-20.6299,-11.2079
461.9899,14.4857,-20.5388,-11.1102
463.6171,14.2432,-20.3880,-11.0210
465.2350,14.4428,-20.5563,-11.1095
466.8457,14.1751,-20.0914,-10.8464
468.4638,13.5828,-19.3154,-10.4856
470.1213,14.8814,-21.6931,-11.7393
471.7329,14.5115,-20.5553,-11.1542
473.3808,14.4049,-20.8703,-11.3117
474.9957,14.4903,-20.5839,-11.1298
476.6257,13.7662,-19.7423,-10.6641
478.2569,14.4434,-20.7026,-11.2473
479.8875,14.6369,-20.9970,-11.3464
481.5065,14.5753,-20.7478,-11.2428
483.1189,14.4657,-20.5409,-11.0485
484.7428,14.4273,-20.6059,-11.1487
486.4233,14.8769,-21.9742,-11.9248
488.0428,13.7678,-19.6032,-10.6234
489.6597,14.5442,-20.6871,-11.1842
491.2802,14.6883,-20.9321,-11.3305
492.9013,14.7739,-21.0534,-11.4163
494.5252,14.5574,-20.7813,-11.2679
496.1434,15.0291,-21.3850,-11.5848
497.7546,14.9304,-21.1485,-11.4615
499.3662,13.8938,-19.7157,-10.6165
501.0179,14.3813,-20.8983,-11.2889
502.6345,14.5749,-20.7173,-11.2234
504.2517,14.6190,-20.7965,-11.2462
505.8722,14.8579,-21.1676,-11.4732
507.4805,14.3918,-20.3529,-11.0218
509.0953,13.3562,-18.9738,-10.2565
510.7081,14.9375,-21.1706,-11.4952
512.3236,14.3708,-20.4157,-11.0535
513.9368,14.7836,-20.9714,-11.3569
