elapsed_time_s,speed_px_s,flow_x_px,flow_y_px
1716129862529.9377,-21.5293,-11.7069,24.5064
1716129864179.9434,-20.1886,-10.9433,22.9638
1716129865847.8777,-20.2064,-11.0445,23.0278
1716129867508.3679,-20.3214,-10.9854,23.1006
1716129870850.2988,-42.0159,-22.8216,47.8138
1716129872502.2454,-20.2580,-10.9995,23.0516
1716129874202.3840,-21.7272,-11.8081,24.7286
1716129875871.9097,-20.6128,-11.2191,23.4682
1716129877533.2761,-21.6421,-11.7241,24.6137
1716129879197.5959,-20.3831,-11.0291,23.1756
1716129880848.5466,-20.5139,-11.1847,23.3649
1716129882535.4597,-21.4402,-11.6506,24.4012
1716129884212.0244,-20.0148,-10.8484,22.7657
1716129885874.8999,-20.2979,-11.0316,23.1020
1716129887519.2563,-20.1775,-10.9673,22.9655
1716129889186.6853,-21.7749,-11.8322,24.7820
1716129890887.0498,-20.9660,-11.4100,23.8697
1716129892602.7366,-20.3450,-11.0318,23.1435
1716129894351.1667,-21.6015,-11.7784,24.6040
1716129896069.4558,-21.9260,-11.9351,24.9639
1716129897744.2520,-21.0513,-11.3888,23.9345
1716129899390.4595,-20.3161,-11.0454,23.1245
1716129901038.1775,-20.2835,-11.0391,23.0930
1716129902680.0361,-20.3427,-11.0090,23.1306
1716129904364.7783,-20.1289,-10.9246,22.9024
1716129906015.3594,-20.2563,-10.9992,23.0500
1716129907719.3235,-21.5277,-11.6906,24.4971
1716129909371.8418,-19.8883,-10.7403,22.6030
1716129911004.7122,-20.5665,-11.1497,23.3944
1716129912648.1360,-21.6725,-11.7831,24.6685
1716129914307.1624,-20.4130,-11.0779,23.2252
1716129915951.9812,-20.5585,-11.1526,23.3887
1716129917612.1143,-20.4995,-11.1303,23.3262
1716129919277.7244,-22.2551,-12.0385,25.3025
1716129920919.0535,-20.5893,-11.2099,23.4432
1716129922575.3176,-20.5386,-11.1042,23.3482
1716129924208.0266,-20.6594,-11.2308,23.5147
1716129925929.1917,-21.4984,-11.6797,24.4662
1716129927574.9680,-20.6790,-11.2159,23.5249
1716129929224.0020,-20.4800,-11.1420,23.3147
1716129930869.7642,-20.4216,-11.0792,23.2334
1716129932524.1943,-20.8560,-11.3167,23.7284
1716129934164.4719,-22.2798,-12.0825,25.3451
1716129935833.7446,-20.5118,-11.1519,23.3474
1716129937486.3538,-21.0290,-11.4447,23.9416
1716129939137.3813,-20.7766,-11.2507,23.6273
1716129940795.9321,-20.8565,-11.3423,23.7411
1716129942501.1885,-22.1534,-12.0262,25.2072
1716129944179.4585,-22.0080,-11.9067,25.0224
1716129945841.3589,-20.5896,-11.1660,23.4225
1716129947494.9663,-20.5409,-11.1963,23.3941
1716129949160.1223,-20.6080,-11.1333,23.4230
1716129950823.1736,-22.4303,-12.2165,25.5414
1716129952477.4968,-20.7195,-11.2486,23.5760
1716129954160.5457,-20.5934,-11.1690,23.4272
1716129955801.5771,-22.0657,-11.9909,25.1133
1716129957495.1096,-20.9861,-11.3808,23.8734
1716129959148.7815,-20.9944,-11.4138,23.8964
1716129960790.9326,-21.4923,-11.6665,24.4546
1716129962460.8669,-22.1531,-11.9907,25.1900
1716129964094.1992,-20.9835,-11.3515,23.8571
1716129965741.9912,-20.8472,-11.2882,23.7071
1716129967395.4480,-20.9734,-11.4103,23.8763
1716129969042.1753,-20.5357,-11.0886,23.3382
1716129970684.1553,-20.9126,-11.2937,23.7673
1716129972328.5029,-20.8543,-11.2544,23.6974
1716129974024.3840,-22.1572,-12.0370,25.2157
1716129975658.1968,-21.0478,-11.4193,23.9460
1716129977296.2290,-20.8994,-11.2909,23.7543
1716129978930.7627,-20.8996,-11.3918,23.8027
1716129980572.6704,-20.9749,-11.3244,23.8367
1716129982218.8474,-21.0307,-11.4072,23.9252
1716129983879.0554,-22.1180,-11.9612,25.1451
1716129985557.7710,-21.1494,-11.4405,24.0454
1716129987276.4888,-22.3632,-12.1646,25.4576
1716129989001.8057,-21.7860,-11.7406,24.7482
1716129990752.8760,-22.1411,-11.9831,25.1759
1716129992398.0679,-20.6996,-11.1710,23.5215
1716129994061.1067,-21.0141,-11.3845,23.8998
1716129995725.4385,-22.0428,-11.9432,25.0704
1716129997380.0095,-20.4785,-11.0858,23.2866
1716129999047.6895,-20.8958,-11.3126,23.7615
1716130000716.9988,-21.9781,-11.9127,24.9990
1716130002362.9910,-20.4684,-11.0788,23.2743
1716130004049.2085,-20.7036,-11.2139,23.5455
1716130005699.4192,-21.7402,-11.7710,24.7224
1716130007390.5742,-20.5036,-11.0931,23.3121
1716130009039.3018,-20.3521,-11.0644,23.1653
1716130010680.5701,-20.4285,-11.0607,23.2306
1716130012336.3508,-20.0930,-10.8852,22.8520
1716130013978.7847,-20.2333,-10.9941,23.0273
1716130015672.7979,-21.7523,-11.7657,24.7304
1716130017319.9438,-21.1864,-11.4782,24.0959
1716130018974.4185,-20.3808,-11.0706,23.1935
1716130020641.9631,-20.5505,-11.1691,23.3896
1716130022279.6536,-20.5599,-11.1563,23.3917
1716130023956.7949,-20.4130,-11.0320,23.2034
1716130025599.0571,-21.1179,-11.4497,24.0221
1716130027265.9912,-21.8588,-11.7871,24.8343
1716130028909.7808,-20.4202,-11.0553,23.2208
1716130030553.2190,-20.2804,-10.9915,23.0675
1716130032190.3289,-20.2373,-10.9000,22.9860
1716130033916.9031,-21.7168,-11.7757,24.7040
1716130035739.6633,-22.7508,-12.2848,25.8557
1716130037476.7520,-21.4370,-11.6328,24.3899
1716130039132.8174,-20.2454,-10.9752,23.0289
1716130040796.9480,-20.5346,-11.1023,23.3438
1716130042410.2070,-20.3531,-11.0410,23.1550
1716130044028.6179,-20.6163,-11.2228,23.4731
1716130045648.1721,-20.3496,-11.0417,23.1522
1716130047304.1265,-20.4828,-11.1731,23.3321
1716130048914.6243,-20.2854,-10.9868,23.0696
1716130050538.0840,-20.0302,-10.8892,22.7988
1716130052165.9924,-20.1516,-10.9100,22.9154
1716130053788.2229,-20.4981,-11.1395,23.3294
1716130055413.5984,-20.0481,-10.9072,22.8231
1716130057067.4026,-20.3042,-10.9838,23.0847
1716130058687.1724,-19.8118,-10.7927,22.5608
1716130060311.8101,-20.2544,-10.9873,23.0426
1716130061929.7671,-20.7481,-11.2650,23.6090
1716130063547.9102,-19.0223,-10.3454,21.6536
1716130065167.9158,-20.6598,-11.2073,23.5039
1716130066791.7839,-20.8979,-11.3309,23.7721
1716130068416.8918,-20.3317,-11.0202,23.1262
1716130070038.9778,-20.4739,-11.0969,23.2878
1716130071684.2734,-20.5117,-11.1392,23.3412
1716130073302.7959,-20.6378,-11.1726,23.4679
1716130074927.9333,-20.6282,-11.2071,23.4760
1716130076568.6484,-20.0147,-10.8467,22.7649
1716130078194.0293,-20.9364,-11.4074,23.8424
1716130079843.7036,-20.7621,-11.2597,23.6188
1716130081472.5952,-20.4814,-11.0877,23.2900
1716130083095.4417,-20.7582,-11.3019,23.6355
1716130084721.6306,-21.0896,-11.3737,23.9611
1716130086351.7039,-19.1954,-10.4264,21.8442
1716130088015.2000,-22.6354,-12.2621,25.7434
1716130089635.6458,-20.6805,-11.2020,23.5195
1716130091247.5471,-20.9324,-11.3135,23.7941
1716130092880.4031,-19.3593,-10.4433,21.9965
1716130094512.8022,-20.8948,-11.2852,23.7476
1716130096142.5361,-20.8846,-11.3270,23.7586
1716130097800.5862,-21.9240,-11.8897,24.9404
1716130099525.2957,-21.8276,-11.8012,24.8135
1716130101167.1462,-20.9072,-11.3380,23.7836
1716130102785.8792,-20.9028,-11.3158,23.7692
1716130104441.7896,-20.9753,-11.3773,23.8622
1716130106062.5564,-21.1086,-11.4316,24.0053
1716130107693.5322,-20.8364,-11.2598,23.6842
1716130109354.3074,-21.1120,-11.4531,24.0185
1716130110990.5010,-20.9336,-11.3371,23.8065
1716130112620.0745,-20.7751,-11.2380,23.6198
1716130114243.5332,-21.0927,-11.4410,23.9958
1716130115879.1169,-20.7727,-11.2340,23.6158
1716130117513.6572,-20.6284,-11.1545,23.4511
1716130119175.1140,-20.7060,-11.2439,23.5619
1716130120801.0852,-20.6910,-11.1992,23.5274
1716130122422.5400,-20.7873,-11.2923,23.6565
1716130124041.0645,-20.8505,-11.2713,23.7020
1716130125658.4116,-20.6713,-11.1618,23.4923
1716130127291.6201,-20.9965,-11.4027,23.8930
1716130128919.4248,-21.1151,-11.4475,24.0185
1716130130539.3640,-20.9923,-11.3936,23.8849
1716130132165.7090,-21.1027,-11.4330,24.0007
1716130133785.7275,-19.7663,-10.6779,22.4661
1716130135452.4177,-22.3271,-12.0804,25.3857
1716130137063.9604,-20.9416,-11.3199,23.8052
1716130138665.9934,-19.5533,-10.5852,22.2347
1716130140284.8313,-20.7862,-11.2661,23.6430
1716130141898.7390,-20.8397,-11.2958,23.7041
1716130143506.8518,-19.3381,-10.4913,22.0006
1716130145116.7803,-20.9280,-11.3043,23.7859
1716130146723.4968,-20.9169,-11.3890,23.8166
1716130148344.2979,-21.0000,-11.4087,23.8989
1716130149959.4575,-20.9840,-11.3813,23.8717
1716130151616.5637,-20.7390,-11.2333,23.5858
1716130153223.7502,-20.6248,-11.2149,23.4767
1716130154833.8840,-19.6307,-10.5729,22.2969
1716130156446.4336,-20.4501,-11.1030,23.2698
1716130158048.3640,-20.3556,-11.0014,23.1383
1716130159669.2952,-20.2056,-10.9919,23.0019
1716130161289.0491,-20.2508,-10.9414,23.0176
1716130162897.0308,-18.9542,-10.2812,21.5631
1716130164505.8862,-20.1950,-10.8939,22.9459
1716130166151.5215,-19.9716,-10.7940,22.7019
1716130167759.9143,-20.5514,-11.1429,23.3779
1716130169384.0146,-20.1992,-10.9614,22.9818
1716130171006.3840,-20.5450,-11.1567,23.3788
1716130172631.9485,-20.5300,-11.1158,23.3461
1716130174248.8708,-20.2594,-10.9424,23.0257
1716130175869.2366,-19.0711,-10.3201,21.6843
1716130177505.7874,-21.7544,-11.7917,24.7446
1716130179132.4229,-19.1435,-10.3556,21.7649
1716130180751.1101,-20.1929,-10.9395,22.9658
1716130182415.6204,-21.6923,-11.7461,24.6683
1716130184058.0659,-19.9259,-10.8070,22.6679
1716130185689.7717,-20.5389,-11.1316,23.3615
1716130187318.8831,-20.5137,-11.0994,23.3240
1716130188930.5496,-20.2579,-10.9856,23.0449
1716130190564.7644,-20.6031,-11.1981,23.4497
1716130192213.6243,-20.1430,-10.8733,22.8904
1716130193871.6753,-20.8712,-11.3622,23.7636
1716130195550.3057,-19.8570,-10.7604,22.5851
1716130197252.6101,-22.1400,-12.0207,25.1928
1716130198872.3972,-20.3255,-10.9982,23.1103
1716130200496.7258,-19.8710,-10.7452,22.5901
1716130202117.7520,-20.3482,-10.9926,23.1276
1716130203737.3625,-19.1520,-10.3480,21.7688
1716130205372.9414,-21.0299,-11.4040,23.9229
1716130206989.8933,-19.6465,-10.6085,22.3277
1716130208611.1213,-21.0317,-11.4177,23.9311
1716130210230.0593,-19.4244,-10.4550,22.0593
1716130211854.7646,-20.3925,-11.0989,23.2172
1716130213536.2539,-21.8779,-11.8417,24.8770
1716130215180.5034,-19.2664,-10.4209,21.9041
1716130216802.4692,-20.4080,-11.0781,23.2209
1716130218421.4336,-20.4762,-11.0326,23.2593
1716130220054.9172,-20.6299,-11.2079,23.4778
1716130221666.9380,-20.5388,-11.1102,23.3512
1716130223294.1111,-20.3880,-11.0210,23.1761
1716130224911.9641,-20.5563,-11.1095,23.3663
1716130226522.6931,-20.0914,-10.8464,22.8322
1716130228140.7668,-19.3154,-10.4856,21.9780
1716130229798.2595,-21.6931,-11.7393,24.6658
1716130231409.8513,-20.5553,-11.1542,23.3867
1716130233057.8115,-20.8703,-11.3117,23.7387
1716130234672.6985,-20.5839,-11.1298,23.4002
1716130236302.6550,-19.7423,-10.6641,22.4383
1716130237933.8894,-20.7026,-11.2473,23.5606
1716130239564.4661,-20.9970,-11.3464,23.8666
1716130241183.5173,-20.7478,-11.2428,23.5982
1716130242795.8645,-20.5409,-11.0485,23.3238
1716130244419.7590,-20.6059,-11.1487,23.4285
1716130246100.3132,-21.9742,-11.9248,25.0014
1716130247719.7922,-19.6032,-10.6234,22.2967
1716130249336.7195,-20.6871,-11.1842,23.5169
1716130250957.1877,-20.9321,-11.3305,23.8019
1716130252578.2593,-21.0534,-11.4163,23.9495
1716130254202.1433,-20.7813,-11.2679,23.6396
1716130255820.4253,-21.3850,-11.5848,24.3213
1716130257431.5496,-21.1485,-11.4615,24.0547
1716130259043.2310,-19.7157,-10.6165,22.3923
1716130260694.8545,-20.8983,-11.2889,23.7524
1716130262311.4763,-20.7173,-11.2234,23.5621
1716130263928.7261,-20.7965,-11.2462,23.6426
1716130265549.2107,-21.1676,-11.4732,24.0770
1716130267157.4629,-20.3529,-11.0218,23.1456
1716130268772.3347,-18.9738,-10.2565,21.5685
1716130270385.0608,-21.1706,-11.4952,24.0901
1716130272000.5593,-20.4157,-11.0535,23.2160
1716130273613.7720,-20.9714,-11.3569,23.8490
1716130275225.5542,-20.8449,-11.3409,23.7303
1716130276915.0444,-20.8488,-11.3169,23.7222
1716130278546.9072,-21.0765,-11.3920,23.9582
1716130280160.3633,-20.7481,-11.3017,23.6265
1716130281791.2258,-21.2329,-11.4930,24.1438
1716130283420.6914,-21.0649,-11.4451,23.9733
1716130285032.7175,-20.7827,-11.2159,23.6160
1716130286653.2993,-20.7872,-11.3003,23.6602
1716130288268.0845,-19.5864,-10.5767,22.2597
1716130289888.9729,-20.7628,-11.2243,23.6026
1716130291509.6931,-21.0266,-11.4187,23.9270
1716130293167.5593,-20.8868,-11.2938,23.7447
1716130294790.8813,-20.8184,-11.2600,23.6684
1716130296428.1196,-20.9532,-11.3461,23.8279
1716130298084.0505,-21.9509,-11.8674,24.9535
1716130299731.4280,-20.7939,-11.2800,23.6564
1716130301360.3413,-20.8675,-11.3223,23.7412
1716130302964.1399,-20.3919,-11.0311,23.1844
1716130304584.9917,-19.3922,-10.5069,22.0557
1716130306209.8140,-20.4196,-11.0899,23.2368
1716130307821.8943,-20.5752,-11.1644,23.4090
1716130309484.0361,-20.0150,-10.8287,22.7565
1716130311107.6147,-20.2139,-10.9927,23.0096
1716130312724.8860,-20.5664,-11.1447,23.3919
1716130314346.9680,-20.4103,-11.0620,23.2153
1716130315966.3479,-20.5122,-11.0918,23.3190
1716130319198.0000,-21.0305,-11.4149,23.9286
1716130320829.0312,-20.3318,-10.9724,23.1036
1716130322459.9604,-20.3940,-11.0794,23.2093
1716130324078.6162,-20.5330,-11.1680,23.3736
1716130325733.6289,-21.0795,-11.3807,23.9555
1716130327349.4756,-20.3417,-11.0139,23.1320
1716130328972.1860,-19.3149,-10.4592,21.9650
1716130330587.1973,-20.0897,-10.8736,22.8436
1716130332191.5837,-20.3487,-11.0393,23.1503
1716130333833.8911,-20.0364,-10.8074,22.7653
1716130335456.9014,-20.4189,-11.1005,23.2412
1716130337076.6648,-20.0815,-10.8812,22.8401
1716130338689.3035,-19.2134,-10.3506,21.8241
1716130340308.8044,-20.3653,-11.0775,23.1830
1716130341970.4031,-21.3987,-11.5878,24.3348
1716130343580.1973,-19.4201,-10.5018,22.0778
1716130345201.9761,-20.3294,-11.0183,23.1233
1716130346822.2400,-20.1907,-10.8967,22.9434
1716130348482.5327,-20.3437,-11.0416,23.1470
1716130350160.5789,-21.3815,-11.5716,24.3120
1716130351966.2974,-21.6543,-11.7107,24.6181
1716130353791.5596,-22.7085,-12.2991,25.8253
1716130355453.6733,-21.3615,-11.6124,24.3138
1716130357117.1104,-20.4033,-11.0506,23.2036
1716130358789.9250,-20.6880,-11.1561,23.5043
1716130360417.7319,-20.4508,-11.0302,23.2358
1716130362046.4846,-20.5964,-11.1597,23.4254
1716130363675.5669,-20.7098,-11.1907,23.5400
1716130365287.3684,-20.6105,-11.1798,23.4474
1716130366905.5225,-20.7998,-11.2856,23.6643
1716130368528.0254,-20.5321,-11.1730,23.3753
1716130370150.1421,-20.3958,-11.0073,23.1765
1716130371766.9734,-20.6197,-11.1685,23.4501
1716130373439.2327,-20.3415,-11.0387,23.1436
1716130375063.2300,-20.6181,-11.1861,23.4571
1716130376666.6709,-20.3756,-11.0642,23.1858
1716130378332.4370,-20.8629,-11.2718,23.7131
1716130379941.7756,-18.9206,-10.1772,21.4841
1716130381562.3599,-20.6203,-11.2118,23.4713
1716130383174.4736,-21.1949,-11.4749,24.1019
1716130384790.3628,-21.0625,-11.3761,23.9384
1716130386406.8562,-20.4009,-11.0552,23.2038
1716130388033.8906,-20.6063,-11.0992,23.4054
1716130389693.6897,-20.9317,-11.3308,23.8017
1716130391305.1453,-20.6679,-11.2034,23.5091
1716130392912.0205,-20.6116,-11.0977,23.4093
1716130394534.1729,-19.3028,-10.4298,21.9403
1716130396135.3701,-20.7159,-11.1986,23.5490
1716130397753.1252,-20.7902,-11.2648,23.6459
1716130399351.3206,-20.9090,-11.2651,23.7506
1716130400947.8840,-19.8517,-10.7402,22.5709
1716130402545.7527,-21.1259,-11.4487,24.0287
1716130404166.5981,-20.8352,-11.2235,23.6659
1716130405820.2788,-21.2163,-11.5157,24.1401
1716130407464.0562,-21.1207,-11.4427,24.0212
1716130409277.8784,-23.4495,-12.6990,26.6673
1716130410958.1580,-20.9975,-11.3758,23.8810
1716130412938.5337,-25.7021,-13.9155,29.2274
1716130414589.5024,-20.9660,-11.3322,23.8326
1716130416213.8032,-20.5991,-11.1393,23.4180
1716130417846.4033,-20.9807,-11.3508,23.8544
1716130419470.0774,-20.9097,-11.3053,23.7703
1716130421180.5481,-21.9222,-11.8823,24.9354
1716130422875.1289,-20.6903,-11.1945,23.5246
1716130424613.7766,-22.1891,-12.0650,25.2571
1716130426271.4758,-22.3571,-12.1006,25.4217
1716130427915.9365,-21.0054,-11.4263,23.9120
1716130429542.6877,-20.8999,-11.3297,23.7733
1716130431315.2686,-22.1099,-11.9907,25.1521
1716130432946.8240,-21.1950,-11.4759,24.1023
1716130434532.0525,-20.7338,-11.2332,23.5813
1716130436107.0432,-19.6685,-10.6284,22.3565
1716130437767.3940,-20.8673,-11.3177,23.7389
1716130439439.8892,-21.8085,-11.8092,24.8005
1716130441027.1899,-19.5712,-10.6159,22.2650
1716130442590.1436,-19.5691,-10.6271,22.2685
1716130444170.2434,-20.7410,-11.2098,23.5765
1716130445777.6631,-21.0887,-11.4045,23.9749
1716130447365.1123,-19.8071,-10.7013,22.5131
1716130448954.9890,-20.8306,-11.2729,23.6853
1716130450522.9912,-19.3253,-10.4596,21.9743
1716130452094.7969,-19.5432,-10.5866,22.2264
1716130453657.1692,-20.5521,-11.1657,23.3893
1716130455224.2991,-19.1395,-10.3443,21.7561
1716130456812.0212,-19.0110,-10.2939,21.6191
1716130458369.1326,-20.2845,-10.9423,23.0476
1716130459942.2751,-19.3374,-10.4529,21.9818
1716130461530.3315,-20.3198,-10.9474,23.0811
1716130463139.7190,-20.0857,-10.8702,22.8385
1716130464716.8862,-19.0782,-10.2733,21.6683
1716130466287.7336,-19.4059,-10.4493,22.0403
1716130467865.8765,-20.4603,-11.0808,23.2681
1716130469461.9153,-19.3810,-10.4641,22.0254
1716130471047.6091,-20.6135,-11.1447,23.4333
1716130472615.6990,-19.1001,-10.3551,21.7265
1716130474231.4326,-20.3347,-10.9823,23.1108
1716130475814.2261,-20.3012,-10.9848,23.0826
1716130477389.5703,-19.1029,-10.3162,21.7105
1716130478982.0002,-19.9699,-10.7961,22.7014
1716130480575.3616,-18.8329,-10.1560,21.3968
1716130482152.9766,-20.2611,-10.9625,23.0367
1716130483735.2722,-18.6295,-10.0755,21.1795
1716130485321.1931,-20.6220,-11.1291,23.4333
1716130486890.6826,-19.0395,-10.3221,21.6575
1716130488459.9487,-19.2324,-10.4178,21.8727
1716130490041.1418,-20.3536,-11.0883,23.1779
1716130491642.0955,-20.1576,-10.8774,22.9052
1716130493470.7803,-22.8696,-12.3497,25.9910
1716130496758.8840,-22.0115,-11.9168,25.0303
1716130498357.6113,-19.8321,-10.7485,22.5575
1716130499950.7671,-19.2443,-10.4085,21.8788
1716130501524.3638,-18.3866,-9.9643,20.9130
1716130503086.2251,-20.5318,-11.1702,23.3737
1716130504656.4387,-19.2820,-10.4566,21.9348
1716130506233.6528,-20.3622,-10.9955,23.1413
1716130507807.0776,-19.2137,-10.4183,21.8565
1716130509387.8848,-20.5020,-11.0725,23.3009
1716130510994.2632,-19.7511,-10.7234,22.4743
1716130512568.7888,-19.4915,-10.5755,22.1757
1716130514241.3411,-21.4355,-11.6055,24.3755
1716130515831.4260,-20.5555,-11.1532,23.3864
1716130517399.3020,-19.8381,-10.7629,22.5697
1716130518985.4656,-19.3540,-10.4922,22.0151
1716130520563.2883,-20.6847,-11.1758,23.5108
1716130522140.1094,-19.3625,-10.4822,22.0177
1716130523733.1150,-20.0625,-10.8882,22.8266
1716130525312.4431,-19.5072,-10.5487,22.1767
1716130526899.8083,-20.6911,-11.1703,23.5138
1716130528537.0474,-20.6314,-11.2051,23.4779
1716130530126.3376,-19.3234,-10.4414,21.9640
1716130531726.4060,-20.9026,-11.3711,23.7954
1716130533337.3994,-20.7088,-11.1745,23.5313
1716130534928.8516,-20.6064,-11.2047,23.4556
1716130536527.1577,-19.4753,-10.4797,22.1158
1716130538111.0730,-20.9003,-11.3426,23.7798
1716130539696.0471,-19.2949,-10.4441,21.9402
1716130541280.3184,-20.3281,-11.0096,23.1180
1716130542856.9573,-19.3500,-10.4239,21.9791
1716130544466.3555,-20.7829,-11.2985,23.6555
1716130546086.8386,-20.4029,-11.0674,23.2113
1716130547669.4299,-19.4718,-10.5545,22.1484
1716130549252.2852,-20.6271,-11.1605,23.4528
1716130550855.7346,-19.6118,-10.5876,22.2872
1716130552458.5134,-21.1674,-11.4763,24.0783
1716130554050.0378,-20.8672,-11.3092,23.7347
1716130555661.2957,-20.1054,-10.8820,22.8615
1716130557257.2395,-21.0812,-11.4283,23.9796
1716130558840.1553,-21.0517,-11.4251,23.9522
1716130560417.6267,-20.0334,-10.8119,22.7648
1716130562014.4458,-20.5882,-11.1516,23.4143
1716130563651.6687,-20.7096,-11.2067,23.5474
1716130565269.3459,-20.9121,-11.3760,23.8061
1716130566870.1946,-19.8886,-10.7098,22.5888
1716130568443.7178,-19.5057,-10.5677,22.1844
1716130570034.3738,-20.9570,-11.3539,23.8350
1716130571617.0361,-21.0817,-11.3963,23.9648
1716130573209.7615,-19.7615,-10.6923,22.4686
1716130574795.5488,-21.1660,-11.4335,24.0566
1716130576403.5754,-19.7193,-10.6793,22.4254
1716130577989.5066,-21.1832,-11.4943,24.1007
1716130579560.9553,-19.4411,-10.5076,22.0990
1716130581171.5376,-21.2337,-11.5103,24.1528
1716130582754.0537,-20.8547,-11.3047,23.7216
1716130584334.3948,-19.7879,-10.7529,22.5208
1716130585903.4573,-19.1537,-10.3628,21.7773
1716130587491.2683,-21.0984,-11.4204,23.9910
1716130589079.0874,-20.6308,-11.1184,23.4360
1716130590657.4604,-19.5867,-10.6426,22.2913
1716130592247.3281,-20.7186,-11.2620,23.5817
1716130593826.7034,-19.3207,-10.4325,21.9574
1716130595400.8423,-19.8574,-10.7350,22.5733
1716130596968.9102,-20.7298,-11.1945,23.5593
1716130598612.6621,-20.6387,-11.1834,23.4739
1716130600209.2427,-19.1275,-10.3681,21.7568
1716130601793.9524,-20.7798,-11.1941,23.6031
1716130603381.7805,-20.6475,-11.1971,23.4881
1716130604982.4829,-19.0140,-10.2578,21.6045
1716130606621.9861,-20.3628,-11.0195,23.1532
1716130608303.5977,-21.4925,-11.6192,24.4322
1716130609964.6199,-20.2970,-11.0074,23.0896
1716130611572.5769,-20.4446,-11.0856,23.2567
1716130613174.7024,-20.3941,-10.9983,23.1707
1716130614766.8208,-19.7259,-10.6894,22.4360
1716130616382.4546,-19.8970,-10.7679,22.6239
1716130618129.8044,-21.8462,-11.8203,24.8389
1716130619749.5620,-20.7244,-11.2533,23.5825
1716130621347.4944,-20.4861,-11.1037,23.3018
1716130622922.3047,-19.0348,-10.3072,21.6463
1716130624492.0859,-20.3859,-11.0401,23.1834
1716130626054.3252,-19.1322,-10.3522,21.7533
1716130627624.5481,-19.2013,-10.4024,21.8381
1716130629181.1814,-18.8441,-10.2533,21.4530
1716130630755.4346,-20.4780,-11.0750,23.2810
1716130632323.5269,-18.6066,-10.1026,21.1723
1716130633907.0518,-18.9279,-10.2020,21.5022
1716130635568.9036,-22.0762,-11.9662,25.1107
1716130637150.2263,-18.7047,-10.1285,21.2710
1716130638733.6008,-20.8436,-11.3058,23.7124
1716130640311.4019,-19.0711,-10.3982,21.7217
